name,descriptionAr,descriptionEn,image,categoryId,price,discountedPrice
Coverderm Luminous Tri-Actif ,شسيسش,"Intensive skin whitening, anti-wrinkle, and anti-aging night cream
 
 Coverderm Luminous Tri-Actif The intensive skin whitening, anti-wrinkle, and anti-aging night cream, formulated to provide sustained release of its ingredients throughout the night. It completes the 24-hour treatment and guarantees a spotless and younger-looking complexion. Impressive clinical results showed that 100% of volunteers using the Coverderm Luminous product range experienced a decrease in yellow skin tone 10 minutes after application and 95% of volunteers showed a significant decrease in pigmentation.
 
 Main active ingredients include:
 
 Nonapeptide-1 to prevent tyrosinase synthesis
 Diacetyl Boldine to keep tyrosinase in its inactive form
 Sucrose Laureate and Pea Extract to inhibit the formation of matured melanosomes
 a-Arbutin the most effective tyrosinase inhibitor
 slow-released Vitamin C - encapsulated anti-aging and whitening agent
 Niacinamide - to slow down the transfer of melanosomes to the keratinocytes
 Manganese Titanium Dioxide - to impart a uniform and matte appearance
 Slow-released Retinol - encapsulated anti-wrinkling agent",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Tri-Actif.png?alt=media&token=fa00ed55-ea36-4855-a0da-a756ae7c5867,7,63,50.4
Coverderm Luminous Supreme ,شسيسش,Powerful concentrated whitening serum for face and eyes care,https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Supreme.png?alt=media&token=a91aac6c-4d63-4810-8912-b549f225e5a5,7,69,55.2
Coverderm Luminous Supreme Eyes ,شسيسش,"An ultra soft-textured cream-gel, specially formulated for the fragile around the eye area. Drastically fights hyperpigmentation disorders, while, at the same time, reduces dark eye circles and bags. Additional anti-wrinkle, moisturizing and anti-irritant action.
 
 Coverderm Luminous Yeux is an ultra-soft cream-gel formula, hypoallergenic, ophthalmologically tested, specially designed for the fragile area around the eyes. Impressive clinical results showed that 82% of volunteers using the Coverderm Luminous product range experienced a significant decrease in pigmentation. (the participants with heavily pigmented skin and belonging to phototypes IV, V and VI used the Luminous Supreme day cream in the morning and Luminous Supreme Tri-Actif in the evening, in combination with the Luminous Supreme Serum for 12 weeks)
 
 Main active ingredients include:
 
 Nonapeptide-1 to prevent tyrosinase synthesis
 Diacetyl Boldine to keep tyrosinase in its inactive form
 Sucrose Laureate and Pea Extract to inhibit the formation of matured melanosomes
 a-Arbutin the most effective tyrosinase inhibitor
 slow-released Vitamin C - encapsulated anti-aging and whitening agent
 Niacinamide - to slow down the transfer of melanosomes to the keratinocytes
 Fraxinus Excelsior Bark Extract to fight under-eye dark circles and puffiness
 Silanetriol Potassium Citrate to reinforce capillaries of the under-eye area
 Hyaluronic Acid for intense moisturization
 slow-released Retinol - encapsulated anti-wrinkling agent
 Strong<phytosphigosine< strong=""""> for strong anti-irritant action",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Supreme-Eyes.png?alt=media&token=9d90d014-24c7-416a-86cc-1899ccb83515,7,69,55.2
Coverderm Luminous Supreme Serum ,شسيسش,"An effective cream for skin whitening and treating hyperpigmentation for the face
  And the area under the eyes",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Supreme-Serum.png?alt=media&token=72119e86-bb65-4b64-b605-6f14c852b45c,7,69,55.2
Coverderm Luminous Supreme Tri-Actif ,شسيسش,"Intensive skin whitening, anti-wrinkle, and anti-aging night cream
 
 Coverderm Luminous Tri-Actif The intensive skin whitening, anti-wrinkle, and anti-aging night cream, formulated to provide sustained release of its ingredients throughout the night. It completes the 24-hour treatment and guarantees a spotless and younger-looking complexion. Impressive clinical results showed that 100% of volunteers using the Coverderm Luminous product range experienced a decrease in yellow skin tone 10 minutes after application and 95% of volunteers showed a significant decrease in pigmentation.
 
 Main active ingredients include:
 
 Nonapeptide-1 to prevent tyrosinase synthesis
 Diacetyl Boldine to keep tyrosinase in its inactive form
 Sucrose Laureate and Pea Extract to inhibit the formation of matured melanosomes
 a-Arbutin the most effective tyrosinase inhibitor
 slow-released Vitamin C - encapsulated anti-aging and whitening agent
 Niacinamide - to slow down the transfer of melanosomes to the keratinocytes
 Manganese Titanium Dioxide - to impart a uniform and matte appearance
 Slow-released Retinol - encapsulated anti-wrinkling agent",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Luminous-Supreme-Tri-Actif.png?alt=media&token=9d6d0e2f-5c20-4773-b131-684ef933dad2,7,69,55.2
Coverderm Peptumax Compact Powder,شسيسش,"- Innovative products, with special compositions that combine 3 actions in 1 product.
 
 - Enriched with the dynamic combination of biomimetic peptides, which perfectly cover and at the same time reduce fine lines and wrinkles.
 
 - oil-free
 
 - extremely long lasting
 
 - waterproof, hypoallergenic, clinically tested
 
 - give velvety skin all day
 
 - contain particles that reflect light and give shine
 
 - offer safe and effective sun protection from all forms of UVA / UVB / IR / Blue Light (High Energy Visible) with very high SPF 50+
 
 - Peptumax Color Ceuticals are ideal for daily use from morning to night, to complement and enhance the anti-wrinkle action of Peptumax creams, while giving a perfect make-up!",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Compact-Powder.png?alt=media&token=a95377a5-a3ac-4d71-b609-70798a356e03,7,25,20
Coverderm Peptumax Concealer,شسيسش,"The ideal waterproof, long-lasting concealer that covers perfectly, while at the same time reducing wrinkles and fine lines due to facial expressions , skin aging and photoaging . Enriched with a revolutionary combination of innovative biomimetic peptides. Special ingredients reflect light and give shine to the area around the eyes. Ideal for everyday use",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Concealer.png?alt=media&token=2d2fc4d1-1e6c-4ca2-8328-edaf00bc031e,7,17,13.6
Coverderm Peptumax Make-Up,شسيسش,"COVERDERM PEPTUMAX MAKE-UP ANTI-WRINKLE OIL-FREE SPF50 +, is a long-lasting multi-functional Make-up, with special compositions that combines 3 actions in 1 product! It is enriched with a revolutionary combination of biomimetic peptides, which perfectly covers and at the same time reduces fine lines and wrinkles, due to facial expressions, skin aging, photoaging and e-aging. It contains particles that reflect light and give incomparable brightness. It gives velvety skin all day long, while offering safe and effective sun protection from all forms of UVA / UVB / IR / Blue Light (High Energy Visible) with a very high SPF 50+ index. Peptumax Color Ceuticals are ideal for daily use from morning to night, giving a perfect make-up!
 
 - Extremely long lasting. Non-greasy composition. Waterproof, hypoallergenic, clinically tested.
 
 - Instructions : Thoroughly cleanse your skin and apply the day cream you usually use before you start makeup. Then apply a small amount of your Peptumax Makeup on the back of your palm and warm the texture with your fingers, making small circular motions. Apply the make-up on the face with your fingertips starting from the center of the face outwards for a quick and uniform application. Finally, apply it gently and evenly from the center of the face outwards.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Make-Up.png?alt=media&token=32edae2e-6e69-4e46-96e8-f2f1d53d468c,7,26,20.8
Coverderm Peptumax Eyes E-aging ,شسيسش,"- A clinically tested eye treatment cream-gel that reduces deep and medium wrinkles caused by facial expressions, aging and photoaging.
 
 - An innovative combination of state-of-the-art biomimicking peptides for the most effective and clinically proven anti-wrinkle treatment for the area around the eyes. Acetyl Hexapeptide-8 and Acetyl Octapeptide-3 reduce fine lines and wrinkles caused by facial expressions.
 
 - Palmitoyl Oligopeptide and Palmitoyl Tetrapeptide-7 reduce deep and medium wrinkles caused by skin aging, by stimulating the reconstruction of the extracellular matrix. Phytosphingosine and Diaminopropionic Tripeptide-33 prevent photoaging and the formation of new wrinkles.
 
 â€¢ Prevent or correct wrinkles caused by repeated facial expressions
 â€¢ Stimulate the collagen synthesis of the fibroblasts delaying the aging process
 â€¢ Protects against photo-aging
 â€¢ Protects and repairs DNA
 â€¢ Depth of wrinkles decrease up to -37%
 â€¢ Number of wrinkles decrease up to -48%
 â€¢ Moisturization increase up to +46.5%
 â€¢ Skin elasticity increase up to +100%",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Eyes-E-aging.png?alt=media&token=7a66e518-884a-4355-a9c9-a051d46c0fe2,7,37,29.6
Coverderm Peptumax Serum E-aging ,شسيسش,"- Revolutionary combination of active ingredients of advanced technology and peptides that mimic the skin's defense mechanisms!
 
 - Peptumax fights all 4 main causes of wrinkles! e-aging Alpha-Glucose & Lespedeza Capitata Leaf / Stem Extract: two modern active ingredients of natural origin. They are a pioneering bio-complex with amazing, synergistic antioxidant action.
 
 - Serum for fine lines & wrinkles
 
 - Serum with extremely enhanced composition for the most intensive effective treatment of fine lines and wrinkles, even the most intense, caused by age, facial expressions, photo-aging and e-aging.
 
 - Deeply moisturizes the skin Visibly improves skin elasticity
 
 - Hypoallergenic Ophthalmologically tested Clinically tested",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Serum-E-aging.png?alt=media&token=fdd9ce98-94b5-4ba5-af54-9e152db14d9e,7,43.5,34.8
Coverderm Peptumax Visage E-aging ,شسيسش,"- Revolutionary, clinically tested facial cream that reduces deep and medium wrinkles with a combination of biomimicking peptides. Lightweight, easily absorbed formula, hypoallergenic, suitable to all skin types.
 - Clinical studies conducted by the Department of Medicine at the University of Pavia in Italy, proved the impressive results of BotuMax treatments after use, twice daily, for 60 days:
 - Decrease in the depth of wrinkles up to -37%.
 - Decrease in the number of wrinkles up to -48%.
 - Increase in skin moisture up to +46,5%.
 - Increase in skin elasticity up to +100%.
 
 Main active ingredients:
 
 - Acetyl Hexapeptide-8 & Octapeptide-3, Nasturtium Officinale Extra. to prevent or correct wrinkles caused be repeated facial expressions.
 - Palmitoyl Oligopeptide & Tetrapeptide-7 to stimulate the collagen synthesis of the fibroblasts delaying the ageing process.
 - CM Glucan protects against photo-ageing.
 - Diaminopropionic Tripeptide-33 protects and repairs DNA.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Visage-E-aging.png?alt=media&token=e153a752-26d8-4709-86cd-8258b4689e46,7,45,36
Coverderm Peptumax Eyes ,شسيسش,"- A clinically tested eye treatment cream-gel that reduces deep and medium wrinkles caused by facial expressions, aging and photoaging.
 
 - An innovative combination of state-of-the-art biomimicking peptides for the most effective and clinically proven anti-wrinkle treatment for the area around the eyes. Acetyl Hexapeptide-8 and Acetyl Octapeptide-3 reduce fine lines and wrinkles caused by facial expressions.
 
 - Palmitoyl Oligopeptide and Palmitoyl Tetrapeptide-7 reduce deep and medium wrinkles caused by skin aging, by stimulating the reconstruction of the extracellular matrix. Phytosphingosine and Diaminopropionic Tripeptide-33 prevent photoaging and the formation of new wrinkles.
 
 â€¢ Prevent or correct wrinkles caused by repeated facial expressions
 â€¢ Stimulate the collagen synthesis of the fibroblasts delaying the aging process
 â€¢ Protects against photo-aging
 â€¢ Protects and repairs DNA
 â€¢ Depth of wrinkles decrease up to -37%
 â€¢ Number of wrinkles decrease up to -48%
 â€¢ Moisturization increase up to +46.5%
 â€¢ Skin elasticity increase up to +100%",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Eyes.png?alt=media&token=ca574d39-de57-41b6-92a3-1f362b0d4ef2,7,50,40
Coverderm Peptumax Serum ,شسيسش,"- Revolutionary combination of active ingredients of advanced technology and peptides that mimic the skin's defense mechanisms!
 
 - Peptumax fights all 4 main causes of wrinkles! e-aging Alpha-Glucose & Lespedeza Capitata Leaf / Stem Extract: two modern active ingredients of natural origin. They are a pioneering bio-complex with amazing, synergistic antioxidant action.
 
 - Serum for fine lines & wrinkles
 
 - Serum with extremely enhanced composition for the most intensive effective treatment of fine lines and wrinkles, even the most intense, caused by age, facial expressions, photo-aging and e-aging.
 
 - Deeply moisturizes the skin Visibly improves skin elasticity
 
 - Hypoallergenic Ophthalmologically tested Clinically tested",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Serum.png?alt=media&token=6a1b43ad-693d-4384-95e1-27507f52bc9d,7,52.5,42
Coverderm Peptumax Visage ,شسيسش,"- Revolutionary, clinically tested facial cream that reduces deep and medium wrinkles with a combination of biomimicking peptides. Lightweight, easily absorbed formula, hypoallergenic, suitable to all skin types.
 - Clinical studies conducted by the Department of Medicine at the University of Pavia in Italy, proved the impressive results of BotuMax treatments after use, twice daily, for 60 days:
 - Decrease in the depth of wrinkles up to -37%.
 - Decrease in the number of wrinkles up to -48%.
 - Increase in skin moisture up to +46,5%.
 - Increase in skin elasticity up to +100%.
 
 Main active ingredients:
 
 - Acetyl Hexapeptide-8 & Octapeptide-3, Nasturtium Officinale Extra. to prevent or correct wrinkles caused be repeated facial expressions.
 - Palmitoyl Oligopeptide & Tetrapeptide-7 to stimulate the collagen synthesis of the fibroblasts delaying the ageing process.
 - CM Glucan protects against photo-ageing.
 - Diaminopropionic Tripeptide-33 protects and repairs DNA.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Peptumax-Visage.png?alt=media&token=47e1210b-1813-44a0-9ae2-6d58c4813315,7,57,45.6
Coverderm Skin Reverse ,شسيسش,"Gel cream that restores the skin's normal functions when exposed to harsh environmental conditions, such as high temperatures, excessive humidity, and excessive sweating.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Skin-Reverse.png?alt=media&token=81be273b-8cb4-4a91-b5af-33168965af2d,7,29,23.2
Coverderm Vanish Day Cream ,شسيسش,"The most advanced cream-gel for perfect skin. It hydrates & rejuvenates the skin. It offers anti-wrinkle, firming & anti-irritant action.
 
This Cream is an ultra-soft, light-textured cream-gel, specially formulated with Retinol, Hyaluronic Acid, Phytosphingosine, Fraxinus Excelsior Bark Extract and Silanetriol for the sensitive area around the eyes.
 
 Benefits
 
 firms the skin and reduces bags and puffiness
 
 achieves effective hydration
 
 offers additional anti-wrinkle and anti-irritant action
 
 easily absorbed formula,
 
 hypoallergenic,
 
 ophthalmologically tested
 
 suitable for all skin types.
 
 The Coverderm Vanish product range offers the most powerful synergistic action of MDI Complex & Fucoidan, Escin, Caffeine in liposome form to:
 
 strengthen the area of skin around the blood capillaries
 
 reinforce the extracellular matrix of the skin
 
 provides a protective """"net"""" against the degradation of the connective tissue surrounding the microcapillaries.
 
 MDI Complex - The first cosmetic ingredient produced out of pure biotechnology research. Extensively tested in the laboratory and in clinical studies, it proved its efficacy as a potent molecular complex to dramatically improve the effects caused by circulatory disturbances of the skin. MDI Complex is a marine-derived active ingredient that belongs to the recently developed group of biotechnological molecules called matrix metalloproteinase inhibitors (MMPIs).
 
 Fucoidan, Escin, Caffeine - The most powerful combination of Fucoidan, Escin, Caffeine in liposome form. Protects the integrity of micro-capillaries, strengthens the weak veins and improves micro-circulation. Liposome form secures increased bioavailability through deep penetration in the skin.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Vanish-Day-Cream.png?alt=media&token=e307f955-c34b-4e4c-b925-d1b8455c8bd5,7,57,45.6
Coverderm Vanish NIght Cream ,شسيسش,"The most advanced cream-gel for perfect skin. It hydrates & rejuvenates the skin. It offers anti-wrinkle, firming & anti-irritant action.
 
This Cream is an ultra-soft, light-textured cream-gel, specially formulated with Retinol, Hyaluronic Acid, Phytosphingosine, Fraxinus Excelsior Bark Extract and Silanetriol for the sensitive area around the eyes.
 
 Benefits
 
 firms the skin and reduces bags and puffiness
 
 achieves effective hydration
 
 offers additional anti-wrinkle and anti-irritant action
 
 easily absorbed formula,
 
 hypoallergenic,
 
 ophthalmologically tested
 
 suitable for all skin types.
 
 The Coverderm Vanish product range offers the most powerful synergistic action of MDI Complex & Fucoidan, Escin, Caffeine in liposome form to:
 
 strengthen the area of skin around the blood capillaries
 
 reinforce the extracellular matrix of the skin
 
 provides a protective """"net"""" against the degradation of the connective tissue surrounding the microcapillaries.
 
 MDI Complex - The first cosmetic ingredient produced out of pure biotechnology research. Extensively tested in the laboratory and in clinical studies, it proved its efficacy as a potent molecular complex to dramatically improve the effects caused by circulatory disturbances of the skin. MDI Complex is a marine-derived active ingredient that belongs to the recently developed group of biotechnological molecules called matrix metalloproteinase inhibitors (MMPIs).
 
 Fucoidan, Escin, Caffeine - The most powerful combination of Fucoidan, Escin, Caffeine in liposome form. Protects the integrity of micro-capillaries, strengthens the weak veins and improves micro-circulation. Liposome form secures increased bioavailability through deep penetration in the skin.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Vanish-NIght-Cream.png?alt=media&token=efe56d62-57c6-4aba-b6ad-bf0f8727f8dc,7,57,45.6
Coverderm Vanish Eyes ,شسيسش,"The most advanced eye cream-gel to diminish dark eye circles, bags & puffiness. It hydrates & rejuvenates the skin. It offers anti-wrinkle, firming & anti-irritant action.
 
 Coverderm Vanish Yeux is an ultra-soft, light-textured cream-gel, specially formulated with Retinol, Hyaluronic Acid, Phytosphingosine, Fraxinus Excelsior Bark Extract and Silanetriol for the sensitive area around the eyes.
 
 Benefits
 
 visibly lightens up dark circles under the eye (75% of volunteers showed a visible decrease of dark circles after 8 weeks)
 
 firms the skin and reduces bags and puffiness
 
 achieves effective hydration
 
 offers additional anti-wrinkle and anti-irritant action
 
 easily absorbed formula,
 
 hypoallergenic,
 
 ophthalmologically tested
 
 suitable for all skin types.
 
 The Coverderm Vanish product range offers the most powerful synergistic action of MDI Complex & Fucoidan, Escin, Caffeine in liposome form to:
 
 strengthen the area of skin around the blood capillaries
 
 reinforce the extracellular matrix of the skin
 
 provides a protective ""net"" against the degradation of the connective tissue surrounding the microcapillaries.
 
 MDI Complex - The first cosmetic ingredient produced out of pure biotechnology research. Extensively tested in the laboratory and in clinical studies, it proved its efficacy as a potent molecular complex to dramatically improve the effects caused by circulatory disturbances of the skin. MDI Complex is a marine-derived active ingredient that belongs to the recently developed group of biotechnological molecules called matrix metalloproteinase inhibitors (MMPIs).
 
 Fucoidan, Escin, Caffeine - The most powerful combination of Fucoidan, Escin, Caffeine in liposome form. Protects the integrity of micro-capillaries, strengthens the weak veins and improves micro-circulation. Liposome form secures increased bioavailability through deep penetration in the skin.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Vanish-Eyes.png?alt=media&token=3d42394e-d95b-474f-bb38-90b58b2094bd,7,45,36
Dentrax Fx3 Water Flosser ,شسيسش,"The new generation of dental cleaning tools, faster, smarter and more effective.
 
 The device help to refrains dental teeth problems by its through its new technology in pumping water with strong impulses that helps removing food residues and sediment, thus eliminating harmful bacteria and breaking up deposits in order to get healthy, clean and more shiny teeth.
 
 How to use Dentrax FX3
 
 Ensure that the flosser is charged before use.
 Insert the needed head with the nozzle as shown.
 Orthodontic Tip: suitable for dental prostheses, crowns and movable braces
 
 Periodontal Pocket Tip: suitable for cleaning between metal braces
 
 Standard Jet Tip: for general use, it helps to remove a large amount of plaque from treated areas.
 
 Ensure that the water tank is filled, hold the flosser horizontally to fill the water and close the tank cap tightly
 Choose the desired mode:
 Standard mode: the first indicator is on; standard water pressure is enough to clean most peopleâ€™s teeth
 
 Soft mode: the second indicator is on; water pressure is mild and suitable for the first use for the flosser and those with sensitive teeth
 
 Pulse mode: the third indicator is on; suitable for deep cleaning and massaging the gum
 
  
 
 Place the nozzle deep inside the mouth, pointing it between the teeth or the gum, ensure the water flow is perpendicular to the irrigation site with the mouth slightly open to ensure the disposal of excess water.
  
 
 Press the power button.
  
 
 Attention: this product includes a two minutes power-off function, if you need to continue using the product, press the power button again.
 
 
 Pros (Benefits) of using Dentrax?
 
 Easy to use. Designed for everyday use
 Suitable for all cases, including those the ones with sensitive teeth or gum.
 It can be used with dental or orthodontic prostheses
 It cleans deeply due to its ability to reach deep into the mouth and the cavities between teeth.
 Improves gum health and massages it
 Eliminates plaque, harmful bacteria and food residue between teeth.
 ** improves the complete overall health of teeth and provides protection form decay.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FDentrax-Fx3-Water-Flosser.png?alt=media&token=8d1b5e2a-a468-402d-8109-e1b9ee154f68,7,128,102.4
Dentrax Tb3 Pro Electric Toothbrush ,شسيسش,"Elevate your oral care routine with the TB3 Pro Electric Toothbrush, a hallmark of Dentrax's innovative dental technology. Designed for those who demand excellence in every aspect of their oral hygiene, the TB3 Pro combines advanced cleaning capabilities with unparalleled ease of use. This premium toothbrush features multiple cleaning modes to cater to a variety of oral health needs, including a sensitive option for gentle care, a whitening mode for removing surface stains, and a gum care setting to stimulate and keep your gums healthy. Its state-of-the-art motor delivers efficient, high-frequency brush movements to break up and sweep away plaque more effectively than a manual toothbrush. The TB3 Pro's sleek design and ergonomic handle ensure comfort and control, while its long-lasting battery life makes it an ideal companion for both home and travel. With the TB3 Pro Electric Toothbrush, experience a professional-grade clean that leaves your teeth brighter and your gums healthier, embodying Dentrax's commitment to pushing the boundaries of what's possible in oral care.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FDentrax-Tb3-Pro-Electric-Toothbrush.png?alt=media&token=75907985-2302-4945-9247-3c2e646474c4,7,89,71.2
Dentrax Tb3 Lite Electric Toothbrush ,شسيسش,"Discover the TB3 Lite Electric Toothbrush by Dentrax, where innovation meets affordability in oral care. The TB3 Lite is designed for efficiency and simplicity, making it the perfect choice for anyone looking to upgrade from a manual toothbrush to the world of electric oral hygiene without compromising on quality. This toothbrush offers essential features that cater to your daily cleaning needs, including a standard clean mode for effective plaque removal and a gentle mode for sensitive teeth and gums. Its compact, lightweight design makes it easy to handle and ideal for on-the-go use, fitting effortlessly into any travel bag. The TB3 Lite's efficient brushing action and durable bristles ensure a thorough clean, promoting healthier teeth and gums with every use. Powered by Dentrax's technology and quality assurance, the TB3 Lite Electric Toothbrush is an accessible entry point into a new standard of dental health, reflecting the brand's dedication to bringing innovative oral care solutions to a wider audience.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FDentrax-Tb3-Lite-Electric-Toothbrush.png?alt=media&token=820e23aa-96aa-4cf4-9d07-f35f3683136d,7,39,31.2
Ecodenta Black Whitening Toothpaste ,شسيسش,"Yes, black toothpaste for whiter teeth
 Full of nature, with Black Charcoal + Teavigo and gifted with superpowers. It effectively whitens teeth, successfully wipes out plaque and its extremely long-lasting freshness effect is phenomenal. Innovative brilliance created by scienceâ€™s super brains to keep your teeth white and beautiful.
 
 Active Ingredients
 
 Charcoal acts as a natural teeth whitener.
 
 Teavigo is a green tea extract that has anti-plaque, anti-caries, and anti-gingivitis properties. It also effectively fights bad breath.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FEcodenta-Black-Whitening-Toothpaste.png?alt=media&token=abed606e-e609-4689-b2fe-d63fe6939dd3,7,7.5,6
Ecodenta Juicy Fruit Toothpaste For Kids ,شسيسش,"Kids will really enjoy this one
 Our very juicy and organic formula with Aloe Vera juice + Xylitol that truly cares for their teeth. It battles tartar formation, moisturizes the mouth and gums and best of allâ€¦Tastes like bubblegum. How cool is that?!
 
 Active Ingredients
 
 Aloe Vera juice has a soothing effect beneficial to sensitive, irritated gums and is often used in oral care products to maintain a healthy oral mucosa.
 
 Xylitol effectively battles caries, helps maintain calcium and phosphorus in a stable state and remineralizes teeth.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FEcodenta-Juicy-Fruit-Toothpaste-For-Kids.png?alt=media&token=8d3e05b4-16e0-46a2-958a-e486ce0f75bb,7,7.5,6
Ecodenta Sensitivity Relief Toothpaste With Salt ,شسيسش,"It's time to patch things up with a pinch of salt
 Yes, salt! This certified organic formula, with Potassium citrate + Aloe Vera juice + Peppermint essential oil, creates a protective barrier for sensitive teeth, soothes them and helps to prevent the unpleasant symptoms of sensitivity, as well as prevents new plaque and tartar formation. Itâ€™s ultra-refreshing and fluoride-free!
 
 Active Ingredients
 
 Potassium citrate helps replenish the levels of minerals in tooth enamel.
 
 Aloe Vera juice has a soothing effect beneficial to sensitive, irritated gums and is often used in oral care products to maintain a healthy oral mucosa.Itâ€™s time to patch things up with a pinch of salt
 Yes, salt! This certified organic formula, with Potassium citrate + Aloe Vera juice + Peppermint essential oil, creates a protective barrier for sensitive teeth, soothes them and helps to prevent the unpleasant symptoms of sensitivity, as well as prevents new plaque and tartar formation. Itâ€™s ultra-refreshing and fluoride-free!
 
 Active Ingredients
 
 Potassium citrate helps replenish the levels of minerals in tooth enamel.
 
 Aloe Vera juice has a soothing effect beneficial to sensitive, irritated gums and is often used in oral care products to maintain a healthy oral mucosa.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FEcodenta-Sensitivity-Relief-Toothpaste-With-Salt.png?alt=media&token=1f43c6db-a91b-4fa2-a05d-91edd8e74dde,7,7.5,6
Farmec Aloe Vera Whitening Cream ,شسيسش,Spot and freckle correcting cream with aloe vera,https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FFarmec-Aloe-Vera-Whitening-Cream.png?alt=media&token=379d30ca-91b3-48a6-b4ee-f9411347700d,7,15,12
Farmec Argan Hand And Nail Cream ,شسيسش,"The hands are permanently exposed to the sun, wind, cold, etc. Moreover, contact with water and soap or detergents dries and irritates the skin. Argan oil protects the skin and nails against drying, dehydration, exfoliation.
 
 Use frequently on damp skin after each contact with water",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FFarmec-Argan-Hand-And-Nail-Cream.png?alt=media&token=265db6f2-b782-43e5-bcae-4b2774632aed,7,6.5,5.2
Gerovital H3 Concentrated Serum With Hyaluronic Acid ,شسيسش,"It is a serum rich in pure hyaluronic acid and 6 % liposomal, liposomal vitamin C, SOD, GP4G, and Trylagen with anti-aging effects, filling and smoothing wrinkles, restoring the skin barrier function and intense hydration. Dermatologically tested.
 
 
 
 Reduces wrinkle area by up to 52% after 28 consecutive days of use. *
 Reduces the total length of wrinkles up to a maximum of 20% after 28 consecutive days of use. *
 Serum concentrated with 6% Hyaluronic Acid is a serum rich in hyaluronic acid with low and high molecular weight. The complex of ingredients in the composition of the serum ensures intense hydration, anti-wrinkle, and anti-imperfection action for all skin types.
 
 Pure Hyaluronic Acid has intensely moisturizing effects by acting dual, by restoring water reserves to the skin surface and reducing transepidermal water loss. Hyaluronic Acid Liposomes penetrate the skin and fill in wrinkles, thus reducing wrinkles and fine lines.
 Along with SOD, Vitamin C is one of the most powerful and effective natural antioxidants known, helping to block oxidative reactions and the destructive processes caused by them. Helps inhibit the formation of excess melanin by attenuating existing pigment spots and preventing the appearance of new ones.
 Lipoceravite C strengthens the barrier function of the skin by restoring the hydro-lipid layers and increases its water retention capacity.
 The serum is used in the morning and in the evening, applying two or three drops on the face after it has been cleaned and toned. It is associated with daily maintenance cream.
 Avoid contact with eyes! For external use only!",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-H3-Concentrated-Serum-With-Hyaluronic-Acid.png?alt=media&token=b0a9dc0b-4022-4135-a08d-a57682e9b5ec,7,50,40
